account_name,publisher_id,app_id,app_name,package_name,platform
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~4026643112,Group Photo Face Editor-Girls,unknown,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~4041761178,Live Earth Cams,unknown,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~4287229118,Groom Dress Photo Editor 2017 : Face Changer,com.groom.dress.photo.editor,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~4309078717,"Funny Urdu Jokes, Quotes,SMS,photos,frames 2017",com.funny.urdu.jokes,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~4377504923,Pakistan Mili Naghmay - National Song Vedio 2017,unknown,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~4389803916,Urdu Ghazal Post Maker & Quotes - Photo Frames,com.urdu.ghazal.post.maker,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~4548746313,Free MP3 Music Organizer - File Manager,com.file.organizer.mp3.song,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~4561088738,Footbal App,unknown,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~4595158719,Jet Ski Photo Editor,unknown,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~4675426712,Note pad Memo-Smart Notebook for android,com.pocket.notepad,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~5110532352,Compass - Digital Compass,digital.compass.directions360.freeapp,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~5131396714,Christmas Dress Photo Editor,unknown,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~5195651915,Animal Photo Face Editor,unknown,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~5345159918,Hijab Fashion Dress Suit Photo Maker 2017,com.hijab.photo.dress.editor,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~5385199116,Shikwa Jawab Shikwa,unknown,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~5454584346,Currency Converter Plus,com.digitalchemy.currencyconverter,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~5624361513,Bridal Photo Editor-Wedding Dress Bride Suit,com.bridal.photo.editor,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~5779220960,insta downloader,unknown,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~6039598713,Valentine Card Maker,unknown,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~6118935512,Group Photo Face Editor-Girl :Collage & Montage,com.group.photo.face.editor.girls,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~6131745513,Baby Boy Dress Photo Editor : Face Changer,com.baby.boy.dress.photo.editor,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~6187675221,QR code scanner - Barcode Scan,com.freescanner.qrcodereader.barcodescanner.barcodereader.socialmobileapps,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~6290100826,Pakistan National Song - Mili Naghmay Audio 2017,unknown,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~6340555113,Couple Photo Suit Face Changer,com.couple.dress.photo.editor,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~6358634315,Animal Face Photo Changer,unknown,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~6386365788,Live Football Scores & Results,com.live.score.football.app,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~6389315931,Disco Music Player : Play MP3 Song & Bass Booster,com.mp3.musicplayer.sound.equalizer.booster,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~6401986715,Flashlight alert on call SMS,com.pocket.flash.light.alert,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~6509194459,Test,unknown,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~6648895119,Islamic PiP Photo 2017,unknown,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~6682292316,Hadees Post Maker,unknown,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~6724290522,Speak & Translate All Language,liveearthmaps.livelocations.streetview.livcams,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~6818009001,Funny Eid Gif,unknown,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~6877834717,Vampire Photo Editor 2017 :Make me Vampire Dracula,com.pocket.vampire.photo.editor,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~6944487519,Happy Birthday Card &Wish quotes-Photo Frames 2017,com.birthday.card.post.maker,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~7023608158,NEW INSTA APP  16 DECEMBER,unknown,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~7032737913,Urdu Funny Clips,unknown,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~7294926423,Status Saver Pixel,unknown,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~7348113518,Hadees Post Maker,unknown,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~7418900310,Weather Forecast Live Update - Weather predication,com.weather.radar.forecast2017,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~7659497911,Iqbal Poetry Post Maker,unknown,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~7901673516,Army Photo Editor,com.army.photo.editor,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~8056735116,Bright flashlight LED Lantern,com.led.bright.flash.light,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~8270239826,India Flag Face Pic Editor Free 2017,unknown,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~8326060717,F1 racing car photo editor,unknown,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~8431979919,Marry Christmas Photo Face Editor : Face Changer,com.christmas.photo.face.editor,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~8711291913,Group Photo Face Editor-Boys : Collage & Montage,com.group.photo.face.editor.boys,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~8900366312,14 August Gif animation-independence day,unknown,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~8936776715,Old Age - Make me Old,com.mtop.old.age,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~9001473515,Great Quotes Post Maker,unknown,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~9077355511,Man Dress Suit Photo Editor : Face Changer,com.man.dress.photo.editor,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~9272377116,Christmas Card Post Maker,unknown,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~9769112312,Pilot Photo Editor,unknown,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~9910085910,sms schedul,unknown,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~9910322313,Zombie Booth Changer - Face,unknown,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~9955961917,Andhera Ujala Drama,unknown,ANDROID
MEDIA_TECH,pub-2958488332734345,ca-app-pub-2958488332734345~9986961515,Funny Gif Animation - GIF For Whatsapp,com.funny.gif.animation,ANDROID
TOOL_APPS_HUB,pub-6407928727580827,ca-app-pub-6407928727580827~1211763754,All Language Translator App,com.translator.multilanguagetranslate.dictionary.itranslate.voicetranslator,ANDROID
TOOL_APPS_HUB,pub-6407928727580827,ca-app-pub-6407928727580827~3085956749,Notes: Notepad and Notebook,com.notepad.color.note.keepnotes.onenote,ANDROID
TOOL_APPS_HUB,pub-6407928727580827,ca-app-pub-6407928727580827~4678896244,eBooks: Audio Books,com.ebook.reader.pdf.book.ebookreader,ANDROID
TOOL_APPS_HUB,pub-6407928727580827,ca-app-pub-6407928727580827~5209675093,PDF Scanner : Document Reader,com.docscan.camscan.pdfscanner.pagescanner.documentscanner,ANDROID
TOOL_APPS_HUB,pub-6407928727580827,ca-app-pub-6407928727580827~6565277845,HD Video downloader and Player,com.downloadvideos.allvideodownloader.hdvideosaver.videoplayer,ANDROID
TOOL_APPS_HUB,pub-6407928727580827,ca-app-pub-6407928727580827~6644366991,QR Code Scanner-Barcode Reader,com.qrcode.scan.barcode.reader.freescanner,ANDROID
TOOL_APPS_HUB,pub-6407928727580827,ca-app-pub-6407928727580827~7928581976,PDF Speaker Text To Speech TTS,com.pdfspeaker.pdfreader.pdfviewer.pdfeditor,ANDROID
TOOL_APPS_HUB,pub-6407928727580827,ca-app-pub-6407928727580827~9264977080,Languages Translator App,com.freevoicetranslator.languagetranslate.speakandtranslate,ANDROID
TOOL_APPS_HUB,pub-6407928727580827,ca-app-pub-6407928727580827~9305052753,Easy Chat & Voice Translator,com.chattranslation.conversation.voicetranslator.translatorappfree.audiotranslator,ANDROID
